POPULATION_NAME,FISCAL_YEAR,RACE_GRP,TOTAL_CT,MHS1_CT,MHS5_CT
MCP-Partnership HealthPlan of CA/Marin,2022,R3 Black,1625.0,123.0,94.0
MCP-Partnership HealthPlan of CA/Marin,2022,R4 Hispanic,11192.0,215.0,150.0
MCP-Partnership HealthPlan of CA/Marin,2022,R5 White,12873.0,875.0,721.0
MCP-Partnership HealthPlan of CA/Marin,2022,R7 Unknown,2075.0,158.0,130.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R1 Alaskan Native or American Indian,1459.0,223.0,68.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R2 Asian or Pacific Islander,567.0,46.0,18.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R3 Black,322.0,47.0,21.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R4 Hispanic,4905.0,758.0,223.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R5 White,16220.0,3410.0,1279.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R6 Other,410.0,65.0,24.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R7 Unknown,1708.0,327.0,104.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R1 Alaskan Native or American Indian,1386.0,211.0,66.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R2 Asian or Pacific Islander,567.0,48.0,17.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R3 Black,290.0,49.0,21.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R4 Hispanic,4858.0,750.0,223.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R5 White,15479.0,3296.0,1278.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R6 Other,361.0,55.0,18.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R7 Unknown,1752.0,342.0,119.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R1 Alaskan Native or American Indian,1335.0,222.0,71.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R2 Asian or Pacific Islander,538.0,37.0,11.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R3 Black,262.0,32.0,16.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R4 Hispanic,4922.0,766.0,232.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R5 White,14710.0,3064.0,1170.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R6 Other,361.0,66.0,24.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R7 Unknown,1756.0,292.0,108.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R1 Alaskan Native or American Indian,1400.0,245.0,71.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R2 Asian or Pacific Islander,585.0,49.0,13.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R3 Black,265.0,37.0,18.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R4 Hispanic,5882.0,799.0,254.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R5 White,15077.0,3142.0,1214.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R6 Other,397.0,77.0,32.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R7 Unknown,1984.0,358.0,127.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R1 Alaskan Native or American Indian,1459.0,61.0,37.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R4 Hispanic,4904.0,133.0,86.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R5 White,16219.0,935.0,591.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R6 Other,410.0,20.0,13.0
MCP-Partnership HealthPlan of CA/Mendocino,2019,R7 Unknown,1708.0,114.0,74.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R1 Alaskan Native or American Indian,1386.0,64.0,34.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R3 Black,289.0,21.0,13.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R4 Hispanic,4858.0,137.0,90.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R5 White,15477.0,987.0,676.0
MCP-Partnership HealthPlan of CA/Mendocino,2020,R7 Unknown,1752.0,102.0,80.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R1 Alaskan Native or American Indian,1334.0,59.0,36.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R2 Asian or Pacific Islander,538.0,16.0,13.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R3 Black,262.0,21.0,14.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R4 Hispanic,4922.0,150.0,93.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R5 White,14710.0,971.0,699.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R6 Other,361.0,23.0,16.0
MCP-Partnership HealthPlan of CA/Mendocino,2021,R7 Unknown,1756.0,100.0,68.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R1 Alaskan Native or American Indian,1399.0,59.0,35.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R4 Hispanic,5882.0,152.0,99.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R5 White,15074.0,961.0,671.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R6 Other,397.0,27.0,20.0
MCP-Partnership HealthPlan of CA/Mendocino,2022,R7 Unknown,1984.0,117.0,75.0
MCP-Partnership HealthPlan of CA/Modoc,2019,R5 White,1524.0,267.0,49.0
MCP-Partnership HealthPlan of CA/Modoc,2020,R2 Asian or Pacific Islander,12.0,0.0,0.0
MCP-Partnership HealthPlan of CA/Modoc,2020,R5 White,1552.0,258.0,63.0
MCP-Partnership HealthPlan of CA/Modoc,2021,R5 White,1572.0,257.0,61.0
MCP-Partnership HealthPlan of CA/Modoc,2022,R5 White,1662.0,243.0,67.0
MCP-Partnership HealthPlan of CA/Modoc,2022,R7 Unknown,321.0,46.0,16.0
MCP-Partnership HealthPlan of CA/Modoc,2019,R4 Hispanic,262.0,22.0,16.0
MCP-Partnership HealthPlan of CA/Modoc,2019,R5 White,1524.0,204.0,141.0
MCP-Partnership HealthPlan of CA/Modoc,2019,R7 Unknown,268.0,23.0,15.0
MCP-Partnership HealthPlan of CA/Modoc,2020,R2 Asian or Pacific Islander,12.0,0.0,0.0
MCP-Partnership HealthPlan of CA/Modoc,2020,R4 Hispanic,333.0,20.0,14.0
MCP-Partnership HealthPlan of CA/Modoc,2020,R5 White,1551.0,214.0,153.0
MCP-Partnership HealthPlan of CA/Modoc,2020,R7 Unknown,288.0,24.0,17.0
MCP-Partnership HealthPlan of CA/Modoc,2021,R5 White,1572.0,178.0,143.0
MCP-Partnership HealthPlan of CA/Modoc,2021,R7 Unknown,318.0,29.0,19.0
MCP-Partnership HealthPlan of CA/Modoc,2022,R2 Asian or Pacific Islander,13.0,0.0,0.0
MCP-Partnership HealthPlan of CA/Modoc,2022,R4 Hispanic,373.0,14.0,11.0
MCP-Partnership HealthPlan of CA/Modoc,2022,R5 White,1662.0,182.0,140.0
MCP-Partnership HealthPlan of CA/Modoc,2022,R6 Other,13.0,0.0,0.0
MCP-Partnership HealthPlan of CA/Modoc,2022,R7 Unknown,321.0,27.0,22.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R1 Alaskan Native or American Indian,1199.0,245.0,100.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R2 Asian or Pacific Islander,1641.0,147.0,38.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R3 Black,732.0,146.0,64.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R4 Hispanic,3127.0,588.0,231.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R5 White,31357.0,7197.0,3370.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R6 Other,400.0,73.0,33.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R7 Unknown,3413.0,753.0,345.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R1 Alaskan Native or American Indian,1178.0,266.0,116.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R2 Asian or Pacific Islander,1668.0,162.0,50.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R3 Black,715.0,139.0,69.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R4 Hispanic,3172.0,623.0,276.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R5 White,30624.0,7492.0,3721.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R6 Other,388.0,92.0,45.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R7 Unknown,3440.0,745.0,355.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R1 Alaskan Native or American Indian,1181.0,263.0,123.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R2 Asian or Pacific Islander,1747.0,134.0,51.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R3 Black,723.0,161.0,81.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R4 Hispanic,3427.0,681.0,339.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R5 White,30886.0,7639.0,4070.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R6 Other,454.0,104.0,50.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R7 Unknown,3320.0,723.0,366.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R1 Alaskan Native or American Indian,1237.0,244.0,104.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R2 Asian or Pacific Islander,1855.0,157.0,61.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R3 Black,785.0,150.0,69.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R4 Hispanic,3956.0,754.0,371.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R5 White,32587.0,7768.0,4009.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R6 Other,538.0,104.0,58.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R7 Unknown,3599.0,731.0,380.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R2 Asian or Pacific Islander,1641.0,42.0,28.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R4 Hispanic,3126.0,95.0,44.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R5 White,31344.0,1223.0,540.0
MCP-Partnership HealthPlan of CA/Shasta,2019,R7 Unknown,3407.0,198.0,112.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R1 Alaskan Native or American Indian,1177.0,24.0,13.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R2 Asian or Pacific Islander,1668.0,56.0,36.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R4 Hispanic,3170.0,83.0,38.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R5 White,30618.0,1096.0,513.0
MCP-Partnership HealthPlan of CA/Shasta,2020,R7 Unknown,3437.0,176.0,97.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R1 Alaskan Native or American Indian,1181.0,32.0,17.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R2 Asian or Pacific Islander,1747.0,43.0,33.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R4 Hispanic,3426.0,85.0,39.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R5 White,30884.0,1048.0,519.0
MCP-Partnership HealthPlan of CA/Shasta,2021,R7 Unknown,3318.0,168.0,100.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R1 Alaskan Native or American Indian,1237.0,28.0,18.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R2 Asian or Pacific Islander,1855.0,51.0,28.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R4 Hispanic,3955.0,76.0,32.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R5 White,32583.0,1042.0,508.0
MCP-Partnership HealthPlan of CA/Shasta,2022,R7 Unknown,3596.0,146.0,83.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R1 Alaskan Native or American Indian,583.0,79.0,24.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R3 Black,235.0,41.0,14.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R4 Hispanic,1095.0,141.0,47.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R5 White,8816.0,1690.0,691.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R7 Unknown,1287.0,189.0,78.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R1 Alaskan Native or American Indian,564.0,87.0,32.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R3 Black,234.0,36.0,17.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R4 Hispanic,1025.0,152.0,70.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R5 White,8578.0,1690.0,743.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R7 Unknown,1286.0,222.0,93.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R1 Alaskan Native or American Indian,572.0,100.0,35.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R3 Black,232.0,30.0,12.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R4 Hispanic,1130.0,186.0,78.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R5 White,8706.0,1654.0,747.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R7 Unknown,1263.0,220.0,98.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R1 Alaskan Native or American Indian,596.0,87.0,40.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R3 Black,255.0,35.0,17.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R4 Hispanic,1262.0,172.0,64.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R5 White,9008.0,1657.0,711.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R7 Unknown,1285.0,204.0,90.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R1 Alaskan Native or American Indian,583.0,23.0,13.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R3 Black,235.0,21.0,14.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R4 Hispanic,1095.0,39.0,26.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R5 White,8815.0,461.0,312.0
MCP-Partnership HealthPlan of CA/Siskiyou,2019,R7 Unknown,1287.0,72.0,52.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R1 Alaskan Native or American Indian,564.0,27.0,13.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R3 Black,234.0,25.0,19.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R4 Hispanic,1025.0,39.0,26.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R5 White,8577.0,575.0,365.0
MCP-Partnership HealthPlan of CA/Siskiyou,2020,R7 Unknown,1286.0,82.0,56.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R1 Alaskan Native or American Indian,572.0,32.0,16.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R3 Black,232.0,26.0,19.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R4 Hispanic,1130.0,54.0,26.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R5 White,8705.0,625.0,409.0
MCP-Partnership HealthPlan of CA/Siskiyou,2021,R7 Unknown,1263.0,85.0,60.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R1 Alaskan Native or American Indian,596.0,36.0,20.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R3 Black,255.0,23.0,12.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R4 Hispanic,1262.0,63.0,39.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R5 White,9007.0,670.0,414.0
MCP-Partnership HealthPlan of CA/Siskiyou,2022,R7 Unknown,1285.0,81.0,52.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R1 Alaskan Native or American Indian,904.0,167.0,55.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R2 Asian or Pacific Islander,2969.0,265.0,76.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R3 Black,1410.0,193.0,71.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R4 Hispanic,16614.0,2451.0,662.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R5 White,29512.0,6767.0,2661.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R6 Other,13036.0,2923.0,1147.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R7 Unknown,3779.0,808.0,283.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R1 Alaskan Native or American Indian,804.0,184.0,54.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R2 Asian or Pacific Islander,2776.0,263.0,93.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R3 Black,1291.0,208.0,74.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R4 Hispanic,15961.0,2312.0,696.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R5 White,26346.0,6035.0,2662.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R6 Other,15116.0,3486.0,1483.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R7 Unknown,3466.0,731.0,287.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R1 Alaskan Native or American Indian,747.0,163.0,69.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R2 Asian or Pacific Islander,2815.0,216.0,78.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R3 Black,1277.0,205.0,79.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R4 Hispanic,16604.0,2226.0,709.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R5 White,25911.0,5562.0,2500.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R6 Other,18085.0,4027.0,1798.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R7 Unknown,3430.0,688.0,280.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R1 Alaskan Native or American Indian,785.0,159.0,44.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R2 Asian or Pacific Islander,2965.0,226.0,72.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R3 Black,1379.0,217.0,86.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R4 Hispanic,20179.0,2494.0,776.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R5 White,26927.0,5761.0,2486.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R6 Other,20942.0,4466.0,1872.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R7 Unknown,3806.0,781.0,320.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R3 Black,1410.0,48.0,36.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R4 Hispanic,16610.0,214.0,139.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R5 White,29505.0,1009.0,691.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R6 Other,13033.0,404.0,254.0
MCP-Partnership HealthPlan of CA/Sonoma,2019,R7 Unknown,3775.0,197.0,137.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R3 Black,1291.0,62.0,45.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R4 Hispanic,15958.0,190.0,124.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R5 White,26341.0,834.0,628.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R6 Other,15113.0,486.0,309.0
MCP-Partnership HealthPlan of CA/Sonoma,2020,R7 Unknown,3464.0,192.0,147.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R3 Black,1277.0,73.0,54.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R4 Hispanic,16600.0,188.0,140.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R5 White,25909.0,864.0,671.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R6 Other,18082.0,530.0,397.0
MCP-Partnership HealthPlan of CA/Sonoma,2021,R7 Unknown,3429.0,163.0,131.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R1 Alaskan Native or American Indian,785.0,15.0,12.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R2 Asian or Pacific Islander,2965.0,38.0,27.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R3 Black,1379.0,58.0,48.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R4 Hispanic,20175.0,209.0,141.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R5 White,26925.0,831.0,654.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R6 Other,20939.0,525.0,414.0
MCP-Partnership HealthPlan of CA/Sonoma,2022,R7 Unknown,3804.0,158.0,124.0
MCP-Partnership HealthPlan of CA/Trinity,2019,R5 White,2633.0,353.0,92.0
MCP-Partnership HealthPlan of CA/Trinity,2020,R5 White,2643.0,339.0,133.0
MCP-Partnership HealthPlan of CA/Trinity,2020,R7 Unknown,271.0,32.0,14.0
MCP-Partnership HealthPlan of CA/Trinity,2021,R5 White,2784.0,381.0,153.0
MCP-Partnership HealthPlan of CA/Trinity,2021,R7 Unknown,319.0,30.0,12.0
MCP-Partnership HealthPlan of CA/Trinity,2022,R3 Black,16.0,0.0,0.0
MCP-Partnership HealthPlan of CA/Trinity,2022,R4 Hispanic,185.0,23.0,12.0
MCP-Partnership HealthPlan of CA/Trinity,2022,R5 White,2971.0,374.0,165.0
MCP-Partnership HealthPlan of CA/Trinity,2022,R7 Unknown,396.0,45.0,14.0
MCP-Partnership HealthPlan of CA/Trinity,2019,R3 Black,19.0,0.0,0.0
MCP-Partnership HealthPlan of CA/Trinity,2019,R5 White,2633.0,164.0,129.0
MCP-Partnership HealthPlan of CA/Trinity,2019,R7 Unknown,273.0,18.0,11.0
MCP-Partnership HealthPlan of CA/Trinity,2020,R5 White,2643.0,154.0,120.0
MCP-Partnership HealthPlan of CA/Trinity,2020,R6 Other,41.0,0.0,0.0
MCP-Partnership HealthPlan of CA/Trinity,2020,R7 Unknown,271.0,14.0,11.0
MCP-Partnership HealthPlan of CA/Trinity,2021,R3 Black,17.0,0.0,0.0
MCP-Partnership HealthPlan of CA/Trinity,2021,R5 White,2784.0,164.0,127.0
MCP-Partnership HealthPlan of CA/Trinity,2021,R7 Unknown,319.0,12.0,11.0
MCP-Partnership HealthPlan of CA/Trinity,2022,R5 White,2971.0,139.0,109.0
MCP-Partnership HealthPlan of CA/Trinity,2022,R7 Unknown,396.0,20.0,19.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R1 Alaskan Native or American Indian,312.0,66.0,16.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R2 Asian or Pacific Islander,3278.0,333.0,68.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R3 Black,1507.0,280.0,79.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R4 Hispanic,10928.0,1544.0,357.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R5 White,11184.0,2331.0,711.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R6 Other,4770.0,897.0,220.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R7 Unknown,2495.0,519.0,127.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R1 Alaskan Native or American Indian,273.0,45.0,17.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R2 Asian or Pacific Islander,3206.0,256.0,67.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R3 Black,1410.0,243.0,85.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R4 Hispanic,10322.0,1404.0,388.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R5 White,10337.0,2037.0,709.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R6 Other,5211.0,845.0,277.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R7 Unknown,3018.0,578.0,168.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R1 Alaskan Native or American Indian,249.0,44.0,20.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R2 Asian or Pacific Islander,3097.0,263.0,71.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R3 Black,1398.0,255.0,78.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R4 Hispanic,9960.0,1302.0,375.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R5 White,9867.0,2022.0,730.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R6 Other,6200.0,1004.0,352.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R7 Unknown,3241.0,631.0,211.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R3 Black,1427.0,261.0,92.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R4 Hispanic,12823.0,1714.0,496.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R5 White,9662.0,1848.0,701.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R6 Other,2967.0,357.0,93.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R7 Unknown,7177.0,1301.0,486.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R3 Black,1507.0,65.0,41.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R4 Hispanic,10928.0,168.0,114.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R5 White,11182.0,428.0,285.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R6 Other,4769.0,72.0,45.0
MCP-Partnership HealthPlan of CA/Yolo,2019,R7 Unknown,2495.0,122.0,90.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R3 Black,1410.0,73.0,51.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R4 Hispanic,10322.0,151.0,105.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R5 White,10333.0,393.0,277.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R6 Other,5208.0,113.0,74.0
MCP-Partnership HealthPlan of CA/Yolo,2020,R7 Unknown,3018.0,129.0,97.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R3 Black,1398.0,76.0,47.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R4 Hispanic,9960.0,141.0,100.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R5 White,9866.0,388.0,245.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R6 Other,6199.0,127.0,83.0
MCP-Partnership HealthPlan of CA/Yolo,2021,R7 Unknown,3241.0,118.0,89.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R3 Black,1427.0,80.0,54.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R4 Hispanic,12823.0,205.0,123.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R5 White,9660.0,378.0,236.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R6 Other,2967.0,55.0,35.0
MCP-Partnership HealthPlan of CA/Yolo,2022,R7 Unknown,7176.0,213.0,138.0
MCP-SCAN (Nurs hm cert) / LA,2019,R4 Hispanic,831.0,329.0,31.0
MCP-SCAN (Nurs hm cert) / LA,2019,R5 White,288.0,120.0,26.0
MCP-SCAN (Nurs hm cert) / LA,2019,R7 Unknown,253.0,97.0,12.0
MCP-SCAN (Nurs hm cert) / LA,2020,R4 Hispanic,856.0,288.0,21.0
MCP-SCAN (Nurs hm cert) / LA,2020,R5 White,261.0,96.0,23.0
MCP-SCAN (Nurs hm cert) / LA,2021,R4 Hispanic,932.0,318.0,19.0
MCP-SCAN (Nurs hm cert) / LA,2021,R5 White,274.0,101.0,26.0
MCP-SCAN (Nurs hm cert) / LA,2022,R4 Hispanic,936.0,342.0,29.0
MCP-SCAN (Nurs hm cert) / LA,2022,R5 White,263.0,93.0,14.0
MCP-SCAN (Nurs hm cert) / LA,2019,R2 Asian or Pacific Islander,126.0,0.0,0.0
MCP-SCAN (Nurs hm cert) / LA,2019,R3 Black,146.0,0.0,0.0
MCP-SCAN (Nurs hm cert) / LA,2020,R2 Asian or Pacific Islander,124.0,0.0,0.0
MCP-SCAN (Nurs hm cert) / LA,2021,R2 Asian or Pacific Islander,124.0,0.0,0.0
